"","overall_rating","Aeron Greyjoy","Aerys Targaryen","Aggo","Akho","Alliser Thorne","Alton Lannister","Alys Karstark","Amory Lorch","Anara","Anguy","Anya Waynwood","Archmaester Ebrose","Archmaester Marwyn","Areo Hotah","Armeca","Arthur","Arthur Dayne","Arya Stark","Ash","Axell Florent","Aya","Baby Jon Snow","Baby Sam","Balon Greyjoy","Bannen","Baratheon General","Baratheon Soldier #1","Baratheon Soldier #2","Barra","Barristan Selmy","Bathhouse Prostitute","Bear Island Maester","Beggar Woman","Belicho Paenymion","Benjen Stark","Beric Dondarrion","Bernadette","Bianca","Biter","Black Jack Bulwer","Black Lorren","Black Walder Rivers","Boat Commander","Bobono","Bolton General","Bolton Guard","Bolton Officer","Bolton Soldier","Bowen Marsh","Braavosi Captain","Braavosi Madam","Braavosi Theatre Server","Braavosi Theatre Sound Artist","Braavosi Woman #1","Braavosi Woman #2","Bran Stark","Brant","Brea","Brienne of Tarth","Bronn","Brothel Child #1","Brothel Child #2","Brothel Customer","Brothel Guard","Brother Ray","Brusco","Brynden Tully","Camello","Captain of the Archers","Captains Daughter","Catelyn Stark","Catspaw Assassin","Cersei Lannister","Chella","Citadel Maester","Clarenzo","Clea","Cley Cerwyn","Cooper","Craster","Crasters Wife","Crasters Wife #2","Crasters Wife #3","Crasters Younger Wife","Daario Naharis","Daenerys Targaryen","Dagmer Cleftjaw","Daisy","Davos Seaworth","Denys Mallister","Derek","Desmond Crakehall","Despondent Man","Dickon Tarly","Dim Dalba","Dongo the Giant","Donnel Hill","Donnel Waynwood","Dontos Hollard","Doran Martell","Doreah","Dothraki Bloodrider #1","Dothraki Bloodrider #2","Dothraki Crone","Dothraki Man Having Sex","Dothraki Widow #1","Dothraki Widow #2","Dothraki Woman Having Sex","Drennan","Drogon","Drowned Priest","Dwarf Hunter #1","Dwarf Hunter #2","Eddard Stark","Eddison Tollett","Edmure Tully","Elder Meereen Slave","Eldrick Sarsfield","Ellaria Sand","Euron Greyjoy","Eyrie Guard","Faceless Man","Faith Militant #1","Faith Militant #2","Farlen","Farmer Hamlet","Farmers Daughter","Fennesz","First Mate","Frances","Frey Guard","Frey Soldier #1","Frey Soldier #2","Fruit Vendor","Gared","Gatins","Gendry","Genna","Gerald","Gerold Hightower","Ghita","Ghost","Gilly","Goatherd","Goatherds Son","Goldcloak","Gordy","Grand Maester Pycelle","Great Master #1","Great Master #2","Great Master #3","Great Master #4","Great Master #5","Great Master #6","Great Master #7","Greatjon Umber","Gregor Clegane","Greizhen mo Ullhor","Grenn","Grey Wind","Grey Worm","Guymon","Hallyne","Handmaid","Harald Karstark","Harrag","Henk","High Priestess","High Septon","High Sparrow","Hizdahr zo Loraq","Hodor","Hog Farmer","Hoster Tully","Hot Pie","Howland Reed","Hugh of the Vale","Iggo","Illyrio Mopatis","Ilyn Payne","Inn Waitress","Innkeeper","Innkeepers Daughter","Ironborn #1","Ironborn #2","Ironborn #3","Ironborn Abusing a Volantene Whore","Ironborn at Brothel","Ironborn in Skiff","Irri","Izembaro","Jacks","Jafer Flowers","Jaime Lannister","Janos Slynt","Jaqen Hghar","Jaqens Disguise","Jeor Mormont","Jhiqui","Joffrey Baratheon","Johnna","Jojen Reed","Jon Arryn","Jon Snow","Jorah Mormont","Jory Cassel","Joss","Joyeuse Erenford","Karl Tanner","Karsi","Karstark Lookout","Kayla","Kegs","Kesh","Kevan Lannister","Kevin Eldon","Khal Brozho","Khal Drogo","Khal Forzho","Khal Moro","Khal Qorro","Khal Rhalko","King Balon Greyjoy Dwarf","King Joffrey Baratheon Dwarf","King Renly Baratheon Dwarf","King Robb Stark Dwarf","King Stannis Baratheon Dwarf","Kings Landing Baker","Kings Landing Boaster","Kings Landing Drunkard","Kings Landing Flasher #1","Kings Landing Flasher #2","Kings Landing Rioter #1","Kings Landing Rioter #2","Kings Landing Rioter #3","Kings Landing Tailor","Kings Landing Whore","Kinvara","Kitty Frey","Koner","Kovarro","Kraznys mo Nakloz","Lady","Lady Crane","Lady Kitty Frey","Lancel Lannister","Lannister Captain","Lannister Guard","Lannister Guard #1","Lannister Guard #2","Lannister Messenger","Lannister Scout","Lannister Soldier","Laurence Spellman","Lead Dornish Guard","Lead Kingsguard","Leaf","Lem Lemoncloak","Leo Lefford","Lhara","Little Bird","Little Bird #3","Little Bird #4","Little Bird #5","Little Bird #6","Little Bird #7","Loboda","Locke","Lollys Stokeworth","Lommy Greenhands","Loras Tyrell","Lord Blackmont","Lord Portan","Lord Varys","Lordsport Dockhand","Lothar Frey","Loyal Nights Watchman #1","Loyal Nights Watchman #2","Lyanna Mormont","Lyanna Stark","Lysa Arryn","Mace Tyrell","Maester Aemon","Maester Caleotte","Maester Cressen","Maester Luwin","Maester Wolkan","Mag the Mighty","Mag the Mighty Wight","Maggy","Mago","Malko","Mallister Supporter","Man of the Nightswatch","Mance Rayder","Mandon Moore","Manservant","Marei","Margaery Tyrell","Margaery Tyrell Mummer","Margaerys Handmaiden","Marillion","Martyn Lannister","Master Torturer","Matthos Seaworth","Meera Reed","Meereenese Homeless Mother","Melara Hetherspoon","Melessa Tarly","Melisandre","Merchant Captain","Mero","Merry Frey","Meryn Trant","Mhaegen","Mirelle","Mirri Maz Duur","Missandei","Moles Town Madam","Moles Town Whore","Morag","Mord","Morgan","Morgans Friend","Moros Wife #1","Moros Wife #2","Mossador","Mully","Mummer #2","Mummer #3","Mummer #4","Musician #1","Musician #2","Musician #3","Musician #4","Musician #5","Mycah","Myranda","Myrcella Baratheon","Ned Umber","Newborn Bolton","Nights Watchman","Nights Watchman #1","Nights Watchman #2","Northern Lord","Northman Rioter","Nymeria","Nymeria Sand","Obara Sand","Oberyn Martell","Old Man","Old Nan","Old Woman","Old Woman Prisoner","Olenna Tyrell","Olly","Ollys Mother","Olyvar","Orell","Ornela","Orphan Kid","Osha","Othell Yarwyck","Othor","Oznak zo Pahl","Petyr Baelish","Pit Announcer","Podrick Payne","Polliver","Prendahl na Ghezn","Protestor","Pyat Pree","Pypar","Qartheen Woman","Qhono","Qhorin Halfhand","Qotho","Quaithe","Qyburn","Rakharo","Ralf Kenning","Ramsay Snow","Randyll Tarly","Rast","Rattleshirt","Razdal mo Eraz","Red Keep Stableboy","Red Priestess","Reginald Lannister","Renly Baratheon","Rennick","Rhaegal","Rhaegar Targaryen","Rhaego","Rickard Karstark","Rickard Stark","Rickon Stark","Riddell","Riverlands Traveller","Robb Stark","Robert Baratheon","Robett Glover","Robin Arryn","Rodrik Cassel","Roose Bolton","Rorge","Ros","Roslin Frey","Royal Steward","Ryger Rivers","Sailor","Salladhor Saan","Samwell Tarly","Sandor Clegane","Sansa Stark","Second Son","Sellsword #1","Sellsword #2","Selyse Baratheon","Septa Moelle","Septa Mordane","Septa Scolera","Septa Unella","Septon","Ser Endrew Tarth","Shae","Shagga","Shaggydog","Shireen Baratheon","Silk King","Simpson","Singing Lannister Soldier","Sissy","Slaver","Smalljon Umber","Soldier Tom","Son of the Harpy","Sorcerer","Sparring Boy","Spice King","Stannis Baratheon","Stark Messenger","Stark Soldier","Steelshanks Walton","Steve","Stevron Frey","Stiv","Stone Man","Street Tough #1","Street Tough #2","Strong Sam Stone","Styr","Summer","Syrio Forel","Talisa Maegyr","Talla Tarly","Tansy","Ternesio Terys","The Bear","The Crone","The Maiden","The Mother","The Mother of Dragons","The Night King","The Smith","The Stranger","The Tickler","The Waif","The Waifs Disguise","The Warrior","Thenn Warg","Theon Greyjoy","Thin Man","Thoros of Myr","Three-Eyed Raven","Timett","Tobho Mott","Todder","Tomard","Tommen Baratheon","Tommens Manservant","Tormund Giantsbane","Torrhen Karstark","Tortured Prisoner","Tortured Slave","Trystane Martell","Tully Bannerman","Tycho Nestoris","Tyene Sand","Tyrell Guard","Tyrell Lady","Tyrell Servant","Tyrion Lannister","Tywin Lannister","Unsullied","Vala","Valyrian Slave","Vance Corbray","Vardis Egen","Vayon Poole","Violet","Viserion","Viserys Targaryen","Volantene Whore #1","Volantene Whore #2","Volantene Whore #3","Volantene Whore #4","Volantene Whore #5","Walda Bolton","Walder Frey","Wallen","Warlock","Waymar Royce","Wendel Manderly","Westerosi Trader","White Rat","White Walker","Whore","Whore #1","Whore #2","Whore #3","Whore #4","Whore #5","Whore #6","Wight Walker","Wight Wildling Girl","Wildling Rioter","Will","Willa","Willem Lannister","Wine Merchant","Winter Town Man","Winterfell Shepherd","Wounded Lannister","Wun Wun","Wun Wun Wight","Wyllis","Wyman Manderly","Xaro Xhoan Daxos","Yara Greyjoy","Yezzan zo Qaggaz","Ygritte","Yohn Royce","Yoren","Young Benjen Stark","Young Braavosi","Young Cersei Lannister","Young Lyanna Stark","Young Nan","Young Ned Stark","Young Rodrik Cassel","Yunkaii Whore","Zanrush"
"1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,786,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,531,0,0,121,1099,336,703,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,528,0,0,859,771,0,0,1111,0,0,130,0,0,0,0,0,0,415,773,0,0,0,0,0,191,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,336,716,0,0,0,0,0,0,0,0,0,306,0,0,0,79,0,0,0,0,0,0,0,0,17,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,192,528,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,289,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,299,0,0,0,235,0,0,0,0,299,620,0,0,0,839,186,287,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,133,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,346,448,0,0,109,0,0,0,0,0,0,0,0,0,239,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,289,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",8.7,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,228,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,496,0,0,0,219,0,159,0,0,0,616,352,154,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,339,0,0,0,0,0,0,352,0,0,0,339,0,0,0,0,0,174,0,49,0,0,0,0,0,0,0,182,272,0,0,271,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,49,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0
"4",8.8,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,184,0,0,0,0,0,0,0,0,0,0,184,0,349,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,26,0,0,0,0,0,289,0,0,0,0,0,0,0,0,249,0,376,103,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,117,144,0,0,0,0,249,0,0,0,867,192,280,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,103,249,0,0,184,0,0,0,0,0,0,0,0,780,249,352,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,49,0,117,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0
"5",9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,268,0,0,0,0,0,0,0,0,0,0,387,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,239,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,672,0,0,0,0,0,0,119,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,986,0,119,268,0,0,104,0,0,0,0,0,0,239,239,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0
"6",9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,602,0,0,0,0,0,0,0,0,0,0,602,0,269,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,211,0,0,0,0,0,223,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,173,0,0,0,0,631,0,245,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,245,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,113,0,223,0,211,0,0,0,0,0,273,382,0,602,602,0,0,93,0,0,0,0,0,0,0,320,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,602,0,0,223,631,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",9.3,0,0,0,0,330,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,283,0,0,0,375,0,504,0,0,0,661,528,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,330,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,420,0,0,778,0,0,0,0,0,0,436,0,0,0,21,0,0,474,0,0,0,330,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,304,0,20,0,0,0,661,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",9.1,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,525,0,0,0,0,0,0,0,0,0,0,491,0,501,198,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,501,0,0,0,0,0,0,0,333,0,0,138,104,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,76,0,369,0,0,319,0,369,0,0,0,444,379,0,0,0,0,0,0,0,0,0,198,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,114,0,0,0,0,73,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,76,162,0,501,0,0,0,0,0,0,138,0,0,0,253,0,0,379,0,0,0,70,0,0,37,0,0,0,0,0,0,0,0,0,122,0,0,651,0,0,114,254,0,0,0,0,369,0,0,0,214,390,564,0,0,0,0,0,42,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,198,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
